countryCode,code,nico,description,generalRate,rateUnit,validFrom,validTo,sourceVersion,sourceUrl
MX,2803.00.02,,Negro de humo de hornos.,,,2026-04-27,,SNICE-TIGIE-MOD-ABRIL-2026,https://www.snice.gob.mx/~oracle/SNICE_DOCS/MODIFICACIONES-ABRIL2026-LIGIE_20260427-20260427.xlsx
MX,2827.20.01,,Cloruro de calcio.,,,2026-04-27,,SNICE-TIGIE-MOD-ABRIL-2026,https://www.snice.gob.mx/~oracle/SNICE_DOCS/MODIFICACIONES-ABRIL2026-LIGIE_20260427-20260427.xlsx
MX,2836.20.01,,Carbonato de disodio.,,,2026-04-27,,SNICE-TIGIE-MOD-ABRIL-2026,https://www.snice.gob.mx/~oracle/SNICE_DOCS/MODIFICACIONES-ABRIL2026-LIGIE_20260427-20260427.xlsx
MX,2836.30.01,,Hidrogenocarbonato (bicarbonato) de sodio.,,,2026-04-27,,SNICE-TIGIE-MOD-ABRIL-2026,https://www.snice.gob.mx/~oracle/SNICE_DOCS/MODIFICACIONES-ABRIL2026-LIGIE_20260427-20260427.xlsx
MX,2837.11.02,,De sodio.,,,2026-04-27,,SNICE-TIGIE-MOD-ABRIL-2026,https://www.snice.gob.mx/~oracle/SNICE_DOCS/MODIFICACIONES-ABRIL2026-LIGIE_20260427-20260427.xlsx
MX,2917.32.01,,Ortoftalatos de dioctilo.,,,2026-04-27,,SNICE-TIGIE-MOD-ABRIL-2026,https://www.snice.gob.mx/~oracle/SNICE_DOCS/MODIFICACIONES-ABRIL2026-LIGIE_20260427-20260427.xlsx
MX,2917.35.01,,Anhídrido ftálico.,,,2026-04-27,,SNICE-TIGIE-MOD-ABRIL-2026,https://www.snice.gob.mx/~oracle/SNICE_DOCS/MODIFICACIONES-ABRIL2026-LIGIE_20260427-20260427.xlsx
MX,2917.39.99,,Los demás.,,,2026-04-27,,SNICE-TIGIE-MOD-ABRIL-2026,https://www.snice.gob.mx/~oracle/SNICE_DOCS/MODIFICACIONES-ABRIL2026-LIGIE_20260427-20260427.xlsx
MX,2918.99.01,,"Ácido 2,4-diclorofenoxiacético.",,,2026-04-27,,SNICE-TIGIE-MOD-ABRIL-2026,https://www.snice.gob.mx/~oracle/SNICE_DOCS/MODIFICACIONES-ABRIL2026-LIGIE_20260427-20260427.xlsx
MX,2922.11.01,,Monoetanolamina.,,,2026-04-27,,SNICE-TIGIE-MOD-ABRIL-2026,https://www.snice.gob.mx/~oracle/SNICE_DOCS/MODIFICACIONES-ABRIL2026-LIGIE_20260427-20260427.xlsx
MX,2922.12.01,,Dietanolamina.,,,2026-04-27,,SNICE-TIGIE-MOD-ABRIL-2026,https://www.snice.gob.mx/~oracle/SNICE_DOCS/MODIFICACIONES-ABRIL2026-LIGIE_20260427-20260427.xlsx
MX,3402.42.01,,Productos de la condensación del óxido de etileno o del óxido de propileno con alquilfenoles o alcoholes grasos.,,,2026-04-27,,SNICE-TIGIE-MOD-ABRIL-2026,https://www.snice.gob.mx/~oracle/SNICE_DOCS/MODIFICACIONES-ABRIL2026-LIGIE_20260427-20260427.xlsx
MX,3405.20.02,,"Encáusticos y preparaciones similares para la conservación de muebles de madera, parqués u otras manufacturas de madera.",,,2026-04-27,,SNICE-TIGIE-MOD-ABRIL-2026,https://www.snice.gob.mx/~oracle/SNICE_DOCS/MODIFICACIONES-ABRIL2026-LIGIE_20260427-20260427.xlsx
MX,3506.91.99,,Los demás.,,,2026-04-27,,SNICE-TIGIE-MOD-ABRIL-2026,https://www.snice.gob.mx/~oracle/SNICE_DOCS/MODIFICACIONES-ABRIL2026-LIGIE_20260427-20260427.xlsx
MX,3903.11.01,,Expandible.,,,2026-04-27,,SNICE-TIGIE-MOD-ABRIL-2026,https://www.snice.gob.mx/~oracle/SNICE_DOCS/MODIFICACIONES-ABRIL2026-LIGIE_20260427-20260427.xlsx
MX,3903.19.99,,Los demás.,,,2026-04-27,,SNICE-TIGIE-MOD-ABRIL-2026,https://www.snice.gob.mx/~oracle/SNICE_DOCS/MODIFICACIONES-ABRIL2026-LIGIE_20260427-20260427.xlsx
MX,3907.61.01,,Con un índice de viscosidad superior o igual a 78 ml/g.,,,2026-04-27,,SNICE-TIGIE-MOD-ABRIL-2026,https://www.snice.gob.mx/~oracle/SNICE_DOCS/MODIFICACIONES-ABRIL2026-LIGIE_20260427-20260427.xlsx
MX,3907.69.99,,Los demás.,,,2026-04-27,,SNICE-TIGIE-MOD-ABRIL-2026,https://www.snice.gob.mx/~oracle/SNICE_DOCS/MODIFICACIONES-ABRIL2026-LIGIE_20260427-20260427.xlsx
MX,3907.91.99,,Los demás.,,,2026-04-27,,SNICE-TIGIE-MOD-ABRIL-2026,https://www.snice.gob.mx/~oracle/SNICE_DOCS/MODIFICACIONES-ABRIL2026-LIGIE_20260427-20260427.xlsx
MX,3909.10.01,,Resinas ureicas; resinas de tiourea.,,,2026-04-27,,SNICE-TIGIE-MOD-ABRIL-2026,https://www.snice.gob.mx/~oracle/SNICE_DOCS/MODIFICACIONES-ABRIL2026-LIGIE_20260427-20260427.xlsx
MX,3909.20.99,,Las demás.,,,2026-04-27,,SNICE-TIGIE-MOD-ABRIL-2026,https://www.snice.gob.mx/~oracle/SNICE_DOCS/MODIFICACIONES-ABRIL2026-LIGIE_20260427-20260427.xlsx
MX,4002.19.02,,"Poli(butadieno-estireno), excepto lo comprendido en la fracción arancelaria 4002.19.01.",,,2026-04-27,,SNICE-TIGIE-MOD-ABRIL-2026,https://www.snice.gob.mx/~oracle/SNICE_DOCS/MODIFICACIONES-ABRIL2026-LIGIE_20260427-20260427.xlsx
MX,4002.19.99,,Los demás.,,,2026-04-27,,SNICE-TIGIE-MOD-ABRIL-2026,https://www.snice.gob.mx/~oracle/SNICE_DOCS/MODIFICACIONES-ABRIL2026-LIGIE_20260427-20260427.xlsx
MX,4801.00.01,,Papel prensa en bobinas (rollos) o en hojas.,,,2026-04-27,,SNICE-TIGIE-MOD-ABRIL-2026,https://www.snice.gob.mx/~oracle/SNICE_DOCS/MODIFICACIONES-ABRIL2026-LIGIE_20260427-20260427.xlsx
MX,4802.62.03,,"En hojas en las que un lado sea inferior o igual a 435 mm y el otro sea inferior o igual a 297 mm, medidos sin plegar.",,,2026-04-27,,SNICE-TIGIE-MOD-ABRIL-2026,https://www.snice.gob.mx/~oracle/SNICE_DOCS/MODIFICACIONES-ABRIL2026-LIGIE_20260427-20260427.xlsx
MX,4802.69.99,,Los demás.,,,2026-04-27,,SNICE-TIGIE-MOD-ABRIL-2026,https://www.snice.gob.mx/~oracle/SNICE_DOCS/MODIFICACIONES-ABRIL2026-LIGIE_20260427-20260427.xlsx
